s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s,Pa,Pa
 3.4700188E+003, 2.2561685E-001, 8.9190497E-001,-1.4268486E+000, 1.8007142E-001, 2.2465524E-010,-9.4241381E-014, 1.6528823E-001, 4.8644353E-003, 3.6032880E-002,-5.5755004E-006, 1.6537099E-005, 6.1587117E-006, 4.3615185E-010,-2.9819269E-001,-2.9819269E-001
 3.4800144E+003, 2.2607861E-001, 8.8983647E-001,-1.4360544E+000, 1.7927109E-001, 2.1959201E-010,-9.4164325E-014, 1.6731490E-001,-5.4951170E-003, 2.6446704E-002,-5.6719808E-006, 1.6533002E-005, 6.2652843E-006, 4.3529315E-010,-2.9819269E-001,-2.9819269E-001
 3.4900005E+003, 2.2557933E-001, 8.8905784E-001,-1.4357637E+000, 1.7898386E-001, 2.1707290E-010,-9.4288649E-014, 1.6654095E-001,-6.9016212E-003, 2.4398258E-002,-5.6052470E-006, 1.6521667E-005, 6.1915699E-006, 4.3449260E-010,-2.9819269E-001,-2.9819269E-001
 3.5000183E+003, 2.2522031E-001, 8.9168839E-001,-1.4262065E+000, 1.7957929E-001, 2.1333904E-010,-9.4288688E-014, 1.6718947E-001, 6.2630676E-003, 3.7470961E-002,-5.5650856E-006, 1.6504201E-005, 6.1472075E-006, 4.3375365E-010,-2.9819269E-001,-2.9819269E-001
 3.5100203E+003, 2.2491218E-001, 8.8942979E-001,-1.4196188E+000, 1.7808412E-001, 2.1680962E-010,-9.4288693E-014, 1.6041908E-001, 2.5012366E-003, 3.3226406E-002,-5.5203853E-006, 1.6497052E-005, 6.0978314E-006, 4.3309379E-010,-2.9819269E-001,-2.9819269E-001
 3.5200029E+003, 2.2473753E-001, 8.9210398E-001,-1.4430876E+000, 1.7944601E-001, 2.1308273E-010,-9.4288696E-014, 1.6576975E-001,-1.1885618E-002, 1.8969681E-002,-5.4934067E-006, 1.6492233E-005, 6.0680308E-006, 4.3252795E-010,-2.9819269E-001,-2.9819269E-001
 3.5300117E+003, 2.2472019E-001, 8.9131347E-001,-1.4272136E+000, 1.7878579E-001, 2.1392127E-010,-9.4288674E-014, 1.6474699E-001, 1.0535321E-003, 3.2352895E-002,-5.5129931E-006, 1.6485068E-005, 6.0896660E-006, 4.3193409E-010,-2.9819269E-001,-2.9819269E-001
 3.5400112E+003, 2.2440727E-001, 8.8973458E-001,-1.4122878E+000, 1.7755576E-001, 2.1337743E-010,-9.4288710E-014, 1.6336045E-001, 1.3022544E-002, 4.2770244E-002,-5.4693703E-006, 1.6472759E-005, 6.0414801E-006, 4.3140419E-010,-2.9819269E-001,-2.9819269E-001
 3.5500098E+003, 2.2433885E-001, 8.8864404E-001,-1.4372273E+000, 1.7633784E-001, 2.1154195E-010,-9.4288628E-014, 1.6413744E-001,-1.4718739E-002, 1.6230904E-002,-5.4811302E-006, 1.6462973E-005, 6.0544701E-006, 4.3086986E-010,-2.9819269E-001,-2.9819269E-001
 3.5600071E+003, 2.2401553E-001, 8.9242082E-001,-1.4359883E+000, 1.7790672E-001, 2.0791464E-010,-9.4288744E-014, 1.6669178E-001,-5.5288826E-003, 2.5046524E-002,-5.4448658E-006, 1.6452381E-005, 6.0144124E-006, 4.3031798E-010,-2.9819269E-001,-2.9819269E-001
 3.5700134E+003, 2.2370172E-001, 8.9410209E-001,-1.4295306E+000, 1.7867365E-001, 2.0756548E-010,-9.4288818E-014, 1.6552622E-001, 2.2782119E-003, 3.2473058E-002,-5.4012238E-006, 1.6439428E-005, 5.9662054E-006, 4.2970834E-010,-2.9819269E-001,-2.9819269E-001
 3.5800186E+003, 2.2329949E-001, 8.9232888E-001,-1.4317077E+000, 1.7852201E-001, 2.0250193E-010,-9.4288826E-014, 1.6414362E-001,-3.8791583E-003, 2.6586310E-002,-5.3622170E-006, 1.6424199E-005, 5.9231184E-006, 4.2912905E-010,-2.9819269E-001,-2.9819269E-001
 3.5900134E+003, 2.2316399E-001, 8.9366124E-001,-1.4221101E+000, 1.7775797E-001, 1.9392020E-010,-9.4288850E-014, 1.6326857E-001, 5.4474510E-003, 3.5741675E-002,-5.3499175E-006, 1.6415793E-005, 5.9095323E-006, 4.2839531E-010,-2.9819269E-001,-2.9819269E-001
 3.6000000E+003, 2.2314595E-001, 8.8895494E-001,-1.4227087E+000, 1.7645910E-001, 1.9274939E-010,-9.4288837E-014, 1.6119744E-001,-2.8313734E-003, 2.7048690E-002,-5.3564453E-006, 1.6411658E-005, 5.9167430E-006, 4.2757837E-010,-2.9819269E-001,-2.9819269E-001
